create_rate,modified_rate,rename_rate,delete_rate,operations_rate,directories_affected,activity_burst,label
4.754,23.922,17.409,2.7,48.735,4,34.0,1
4.016,17.449,26.578,1.015,48.858,5,39.0,1
5.838,28.613,13.271,2.565,50.412,8,28.0,1
0.151,0.009,0.0,0.0,0.13,0,0.0,0
3.529,19.704,20.866,3.226,47.529,7,32.0,1
0.276,0.466,0.0,0.0,0.701,1,1.0,0
1.779,6.281,10.923,1.578,20.465,7,45.0,1
3.684,2.2,0.038,0.758,6.605,3,6.0,0
7.935,10.142,20.304,1.879,40.455,6,32.0,1
0.036,0.449,0.0,0.0,0.539,0,1.0,0
0.015,0.144,0.0,0.0,0.173,0,0.0,0
6.136,31.785,18.169,0.32,56.356,6,33.0,1
0.591,1.567,0.0,0.776,2.953,1,3.0,0
0.099,0.149,0.0,0.0,0.23,0,1.0,0
0.154,0.678,0.278,0.0,1.089,2,2.0,0
1.406,7.167,4.722,0.495,13.835,3,8.0,1
0.003,0.136,0.0,0.0,0.125,0,1.0,0
3.726,10.622,10.982,0.709,25.821,5,34.0,1
0.173,0.117,0.0,0.0,0.265,1,0.0,0
0.009,0.685,0.334,0.0,1.039,1,1.0,0
0.413,0.008,0.0,0.0,0.415,0,1.0,0
2.87,2.403,0.528,0.207,6.014,2,6.0,0
3.233,4.619,6.334,0.435,14.562,3,16.0,1
1.774,7.157,13.996,0.788,23.269,2,44.0,1
0.4,1.166,0.304,0.0,1.844,1,3.0,0
9.447,25.051,24.924,2.613,61.874,7,49.0,1
6.686,14.799,16.069,2.632,40.345,3,46.0,1
6.749,19.62,5.719,1.829,33.985,4,16.0,1
7.748,30.097,17.223,0.081,55.317,3,21.0,1
0.157,0.257,0.187,0.0,0.558,2,1.0,0
5.201,11.834,25.619,2.108,44.757,6,56.0,1
0.052,1.162,0.228,0.0,1.416,2,3.0,0
5.322,26.466,11.628,0.632,44.245,6,27.0,1
6.93,11.397,10.596,3.231,32.061,4,43.0,1
2.371,5.827,8.442,0.434,16.749,6,9.0,1
2.449,21.232,8.395,1.148,33.289,7,33.0,1
0.167,0.025,0.0,0.0,0.15,1,0.0,0
2.634,2.965,0.313,0.455,6.356,1,4.0,0
1.772,1.911,0.297,0.133,4.187,1,2.0,0
3.681,29.278,27.757,0.863,61.447,4,19.0,1
2.664,27.239,11.214,0.13,40.974,3,37.0,1
4.553,13.037,11.503,0.071,29.435,3,25.0,1
0.199,0.298,0.0,0.0,0.477,1,2.0,0
1.587,0.657,0.0,0.789,2.968,1,2.0,0
0.047,0.384,0.0,0.133,0.548,2,2.0,0
0.294,0.524,0.0,0.0,0.783,1,1.0,0
1.409,2.144,0.351,0.346,4.183,3,5.0,0
7.749,21.752,8.764,1.381,39.675,6,27.0,1
4.159,13.784,19.534,1.838,39.269,4,37.0,1
1.364,2.16,0.305,1.49,5.382,2,3.0,0
3.067,8.056,26.044,0.075,37.277,3,43.0,1
0.027,0.181,0.0,0.0,0.223,0,0.0,0
0.115,0.337,0.334,0.0,0.86,2,2.0,0
5.081,28.616,25.776,0.032,59.389,6,57.0,1
2.817,2.916,0.388,0.473,6.607,1,2.0,0
3.087,9.956,16.137,3.333,32.43,12,28.0,1
0.635,0.774,0.269,0.777,2.506,1,5.0,0
0.205,1.079,0.0,0.129,1.39,1,2.0,0
2.152,28.326,24.428,1.038,55.816,7,20.0,1
2.956,3.93,4.524,0.714,12.334,4,15.0,1
3.801,2.297,0.198,0.553,6.879,2,7.0,0
2.784,6.152,3.697,0.526,12.914,6,7.0,1
4.252,14.166,13.845,1.419,33.558,7,37.0,1
4.929,14.758,12.876,2.892,35.433,7,32.0,1
3.118,24.237,16.777,1.336,45.402,7,33.0,1
0.118,0.105,0.0,0.032,0.193,0,0.0,0
0.038,0.625,0.0,0.0,0.663,0,1.0,0
0.095,0.03,0.051,0.0,0.235,1,1.0,0
9.554,33.459,26.944,2.148,72.114,3,39.0,1
7.527,31.09,11.319,0.58,50.563,7,45.0,1
1.644,3.279,0.084,0.531,5.49,2,3.0,0
3.544,7.851,32.13,1.158,44.432,6,16.0,1
0.041,0.19,0.192,0.0,0.499,0,0.0,0
2.018,5.515,6.816,0.3,14.536,6,8.0,1
3.362,8.944,4.077,0.422,17.017,6,11.0,1
3.51,1.612,0.275,0.331,5.671,2,6.0,0
2.045,1.008,0.0,0.338,3.403,2,5.0,0
2.374,1.498,0.281,0.323,4.513,2,3.0,0
3.077,4.544,0.208,0.771,8.573,1,6.0,0
6.93,13.502,7.941,2.289,30.848,8,15.0,1
3.8,2.143,0.189,1.374,7.462,1,3.0,0
2.219,8.829,6.731,0.204,18.0,4,10.0,1
0.167,0.673,0.0,0.0,0.823,1,3.0,0
0.006,0.174,0.0,0.0,0.154,1,0.0,0
6.115,30.32,14.693,0.874,51.725,3,27.0,1
3.109,29.597,34.248,1.421,68.101,7,30.0,1
0.153,0.214,0.0,0.0,0.337,0,0.0,0
2.363,7.889,15.848,1.604,27.527,2,41.0,1
6.175,7.328,12.907,1.543,27.989,4,18.0,1
2.72,14.39,21.372,0.464,38.984,3,40.0,1
2.764,6.918,8.15,0.49,18.248,3,13.0,1
8.896,14.088,26.829,1.545,51.542,5,52.0,1
1.781,4.005,0.476,0.57,6.77,2,7.0,0
3.726,4.083,0.209,1.011,8.956,3,7.0,0
0.201,0.37,0.0,0.0,0.598,1,3.0,0
2.141,27.422,13.271,2.414,45.613,6,18.0,1
3.596,11.011,8.26,3.824,26.509,9,35.0,1
0.35,1.147,0.0,0.0,1.528,2,2.0,0
2.491,26.255,14.441,1.667,44.766,3,35.0,1
0.116,0.022,0.0,0.0,0.104,0,0.0,0
0.135,0.413,0.0,0.0,0.538,1,0.0,0
0.398,0.562,0.0,0.0,0.88,1,3.0,0
1.534,1.973,0.49,0.744,4.734,1,3.0,0
4.803,18.953,15.596,1.717,41.136,11,32.0,1
0.018,0.002,0.0,0.0,0.036,1,0.0,0
3.724,17.163,37.83,0.219,59.288,5,49.0,1
2.537,12.456,29.258,0.695,44.813,2,37.0,1
2.528,5.85,3.46,0.499,12.256,6,17.0,1
9.883,11.962,19.679,2.194,44.045,5,44.0,1
0.152,0.775,0.0,0.0,0.865,2,2.0,0
0.029,0.123,0.0,0.0,0.17,1,0.0,0
9.775,17.109,29.629,1.112,57.648,4,29.0,1
0.164,0.976,0.0,0.0,1.161,2,1.0,0
0.021,0.546,0.0,0.0,0.612,1,1.0,0
0.211,0.493,0.0,0.0,0.588,1,3.0,0
7.565,30.104,8.186,0.204,46.043,5,58.0,1
6.324,20.503,30.826,2.109,59.696,7,21.0,1
9.707,25.46,10.248,1.411,46.881,8,21.0,1
3.881,4.12,0.305,0.518,8.821,2,6.0,0
3.786,18.075,23.481,1.414,47.102,5,22.0,1
3.061,15.991,24.707,1.365,45.381,6,49.0,1
2.043,1.676,0.0,0.362,4.06,1,4.0,0
1.366,2.663,0.173,0.068,4.332,2,4.0,0
3.627,14.865,12.682,0.655,31.844,6,37.0,1
3.401,1.973,0.182,0.674,6.182,1,5.0,0
7.811,30.672,27.243,1.907,67.606,3,28.0,1
0.082,0.24,0.0,0.0,0.294,0,2.0,0
2.957,1.686,0.438,0.022,5.084,3,2.0,0
3.316,1.869,0.791,0.183,6.2,1,5.0,0
3.981,8.384,23.599,0.546,36.628,5,36.0,1
2.099,30.971,21.761,2.673,57.645,7,58.0,1
2.731,23.505,10.967,0.45,37.724,8,38.0,1
2.04,3.586,0.456,0.268,6.373,3,6.0,0
6.923,30.213,13.187,2.055,52.455,5,59.0,1
4.44,10.191,16.034,1.082,31.919,8,24.0,1
2.509,1.823,0.183,1.004,5.621,3,4.0,0
0.168,0.491,0.0,0.0,0.621,1,0.0,0
0.015,0.006,0.0,0.0,0.058,0,1.0,0
3.14,13.16,28.631,2.138,47.286,8,59.0,1
1.075,1.801,0.0,0.228,3.048,2,2.0,0
0.002,0.035,0.0,0.0,0.045,0,2.0,0
0.22,1.171,0.318,0.0,1.723,1,3.0,0
1.985,2.221,0.479,0.706,5.467,3,3.0,0
0.203,0.449,0.0,0.0,0.686,2,2.0,0
2.761,8.144,5.685,0.864,17.082,6,14.0,1
0.287,0.398,0.0,0.0,0.726,2,1.0,0
2.395,1.232,0.13,0.365,4.073,2,3.0,0
2.314,1.405,0.344,0.351,4.435,2,4.0,0
8.701,11.749,13.753,1.501,35.707,5,53.0,1
2.675,1.906,0.664,0.284,5.517,1,4.0,0
4.088,9.027,39.679,1.072,54.215,4,21.0,1
1.532,17.703,19.698,1.984,41.384,4,40.0,1
4.971,16.951,23.906,1.08,46.948,8,41.0,1
0.058,0.222,0.0,0.156,0.467,1,1.0,0
0.05,0.977,0.0,0.0,1.067,2,2.0,0
2.897,7.493,16.1,3.579,30.264,10,39.0,1
1.474,4.946,0.433,1.133,7.973,3,4.0,0
4.296,19.552,21.06,2.871,47.929,11,12.0,1
3.156,14.239,10.629,1.633,29.309,5,18.0,1
0.057,0.947,0.0,0.064,1.039,1,3.0,0
0.242,0.853,0.379,0.0,1.397,2,1.0,0
9.578,12.563,22.432,2.078,46.615,4,41.0,1
0.126,0.015,0.0,0.0,0.216,0,1.0,0
7.68,16.813,29.691,2.42,56.659,5,49.0,1
3.931,11.209,19.067,3.209,37.464,7,39.0,1
0.389,0.741,0.0,0.0,1.136,1,3.0,0
5.971,13.988,20.277,2.788,42.738,7,43.0,1
0.188,0.605,0.286,0.0,1.106,1,3.0,0
1.226,5.341,6.545,0.71,14.17,3,11.0,1
0.08,0.043,0.0,0.0,0.203,0,0.0,0
0.802,1.477,0.0,0.416,2.633,2,5.0,0
1.043,1.612,0.0,0.649,3.372,2,3.0,0
2.264,1.318,0.0,0.511,4.082,1,2.0,0
2.59,20.101,18.445,2.507,43.552,3,45.0,1
5.756,27.037,32.117,1.359,65.938,4,59.0,1
1.707,4.315,7.365,0.108,13.505,3,7.0,1
4.185,20.229,11.829,1.107,37.571,4,15.0,1
0.231,0.027,0.0,0.0,0.192,0,0.0,0
0.368,0.413,0.0,0.0,0.826,1,2.0,0
3.05,4.317,0.336,1.168,8.917,1,7.0,0
0.013,0.961,0.0,0.0,1.048,1,2.0,0
9.785,9.562,11.939,2.06,33.586,3,16.0,1
0.089,0.825,0.0,0.0,0.818,2,2.0,0
1.111,2.514,0.2,0.188,3.999,1,6.0,0
0.005,0.487,0.0,0.0,0.522,0,0.0,0
0.113,0.084,0.0,0.0,0.286,1,2.0,0
1.979,17.067,36.598,1.054,56.653,2,35.0,1
0.252,0.343,0.0,0.0,0.52,1,2.0,0
0.22,0.151,0.0,0.0,0.374,1,2.0,0
4.867,34.682,29.675,1.054,70.305,4,53.0,1
2.367,8.107,5.081,0.358,16.071,4,7.0,1
2.47,16.467,17.809,0.513,37.372,9,20.0,1
9.54,20.613,10.039,1.6,41.724,7,19.0,1
0.345,0.335,0.0,0.0,0.655,2,3.0,0
2.134,5.854,6.636,0.581,15.505,4,13.0,1
8.375,16.418,29.252,1.032,55.235,6,33.0,1
0.357,0.37,0.0,0.0,0.694,1,3.0,0
1.87,5.296,4.619,0.333,12.047,4,11.0,1
0.024,0.146,0.0,0.0,0.242,0,0.0,0
0.065,0.048,0.0,0.0,0.147,1,0.0,0
3.409,19.099,12.894,1.063,36.408,4,55.0,1
0.353,0.55,0.0,0.0,0.961,1,1.0,0
2.084,3.843,0.035,0.488,6.592,3,6.0,0
0.096,0.055,0.0,0.0,0.14,1,1.0,0
3.207,1.105,0.597,0.388,5.3,1,6.0,0
3.747,26.143,18.264,1.992,49.877,7,27.0,1
3.121,4.334,0.364,0.37,8.146,1,6.0,0
6.964,28.119,12.27,1.355,48.749,3,26.0,1
1.174,4.686,13.708,1.935,21.668,6,18.0,1
1.091,2.911,0.601,0.427,4.946,3,4.0,0
6.925,21.995,17.342,3.934,50.239,4,23.0,1
1.422,4.122,0.347,0.295,6.157,2,6.0,0
0.288,0.774,0.0,0.0,0.983,1,2.0,0
0.83,0.867,0.0,0.438,2.167,1,5.0,0
5.724,12.616,19.646,1.831,39.752,8,18.0,1
3.556,2.819,0.055,0.351,6.85,3,3.0,0
0.241,0.671,0.0,0.0,0.853,1,1.0,0
0.127,0.011,0.0,0.0,0.11,1,0.0,0
4.817,6.094,18.754,0.761,30.314,3,29.0,1
0.064,0.552,0.0,0.0,0.546,2,2.0,0
3.022,16.07,36.022,1.216,56.318,6,37.0,1
0.063,0.051,0.0,0.0,0.057,1,0.0,0
7.1,17.119,18.461,0.252,42.826,8,33.0,1
2.998,10.918,26.551,1.618,41.804,5,57.0,1
1.817,1.04,0.642,0.029,3.491,3,6.0,0
3.072,4.366,3.067,0.668,11.313,5,17.0,1
0.03,0.11,0.0,0.0,0.108,0,0.0,0
3.05,2.097,0.535,0.465,6.135,2,2.0,0
1.987,1.656,0.467,0.427,4.678,1,3.0,0
2.359,1.571,0.334,0.416,4.719,1,5.0,0
6.188,23.969,18.313,1.518,49.971,9,22.0,1
0.123,0.072,0.0,0.06,0.253,0,1.0,0
0.263,0.49,0.0,0.0,0.736,1,2.0,0
4.754,13.773,18.381,2.213,39.205,8,20.0,1
4.744,21.82,19.01,1.598,47.424,6,15.0,1
0.135,0.515,0.0,0.0,0.675,1,3.0,0
1.844,1.74,0.18,0.095,3.793,2,5.0,0
0.877,6.054,5.084,0.825,12.971,6,13.0,1
1.655,2.293,0.346,1.424,5.694,2,4.0,0
0.247,0.06,0.0,0.0,0.22,1,1.0,0
2.151,15.164,14.119,1.203,32.466,7,30.0,1
0.075,0.422,0.0,0.0,0.507,1,0.0,0
3.791,23.163,8.686,2.616,38.19,6,14.0,1
0.13,0.121,0.0,0.0,0.359,1,0.0,0
2.974,12.676,31.464,0.533,47.291,6,48.0,1
0.255,0.161,0.0,0.0,0.322,1,1.0,0
0.069,0.335,0.0,0.0,0.441,1,0.0,0
0.281,0.079,0.0,0.0,0.344,0,0.0,0
0.391,0.821,0.279,0.0,1.513,2,2.0,0
1.875,2.14,0.006,1.466,5.44,2,5.0,0
1.864,3.935,0.111,0.622,6.513,2,4.0,0
0.247,0.679,0.191,0.0,1.209,1,2.0,0
1.069,1.924,0.0,0.294,3.266,2,4.0,0
7.018,14.935,21.592,2.583,45.872,4,19.0,1
0.053,0.019,0.0,0.0,0.025,0,0.0,0
0.361,1.083,0.0,0.0,1.411,1,1.0,0
7.723,12.737,23.633,0.227,44.346,4,50.0,1
0.15,0.767,0.0,0.0,0.888,2,2.0,0
5.774,10.355,18.174,2.469,36.543,8,43.0,1
2.739,10.544,36.469,0.894,50.479,7,30.0,1
7.554,24.831,16.268,2.011,50.623,11,32.0,1
3.878,3.638,0.201,1.499,9.179,2,3.0,0
0.117,0.023,0.0,0.0,0.194,1,2.0,0
1.432,2.077,0.139,1.231,4.903,2,4.0,0
0.395,1.128,0.0,0.0,1.503,2,3.0,0
9.382,31.873,29.981,1.083,72.068,6,30.0,1
0.058,0.448,0.0,0.0,0.47,2,2.0,0
4.836,16.998,39.736,1.059,62.903,4,21.0,1
0.269,0.302,0.0,0.0,0.554,1,0.0,0
2.688,4.225,7.19,0.5,14.518,5,13.0,1
3.604,11.287,24.711,1.724,41.469,2,29.0,1
2.534,15.433,8.63,2.548,29.059,11,20.0,1
1.48,1.583,0.0,0.191,3.271,1,5.0,0
0.994,7.204,4.958,0.489,13.697,3,9.0,1
0.127,0.308,0.0,0.0,0.402,1,1.0,0
0.187,0.012,0.0,0.0,0.135,1,2.0,0
1.24,2.197,0.413,0.47,4.31,1,3.0,0
0.009,0.098,0.0,0.0,0.09,1,1.0,0
0.188,0.12,0.0,0.0,0.318,0,1.0,0
0.4,0.295,0.0,0.0,0.619,2,1.0,0
3.637,21.786,19.466,2.479,47.027,10,16.0,1
0.318,0.811,0.132,0.022,1.273,1,3.0,0
0.348,0.618,0.325,0.0,1.288,1,3.0,0
2.273,24.454,5.615,3.041,35.488,10,17.0,1
1.026,6.976,5.728,0.942,14.836,3,14.0,1
2.009,6.329,8.063,0.024,16.273,3,12.0,1
0.054,0.15,0.0,0.0,0.166,0,0.0,0
2.166,1.399,0.0,0.677,4.289,1,2.0,0
3.678,3.718,0.052,1.029,8.506,3,5.0,0
0.08,0.693,0.311,0.0,1.115,2,3.0,0
1.583,1.8,0.0,0.299,3.62,2,2.0,0
8.577,10.316,31.562,1.741,52.256,4,58.0,1
3.336,10.685,16.052,2.111,32.454,10,17.0,1
3.73,23.077,12.3,2.073,41.525,6,21.0,1
1.345,5.269,6.108,0.456,12.641,3,7.0,1
0.045,0.049,0.0,0.0,0.093,1,0.0,0
9.732,17.816,25.335,2.775,55.439,5,25.0,1
2.801,1.681,0.633,0.08,5.217,2,4.0,0
0.083,0.091,0.0,0.112,0.314,0,2.0,0
2.761,6.625,4.758,0.195,14.672,6,11.0,1
6.616,18.057,24.134,2.572,51.375,5,42.0,1
9.609,33.763,22.552,0.222,66.146,8,48.0,1
0.099,0.233,0.0,0.0,0.228,1,0.0,0
1.974,7.729,8.247,0.646,18.368,6,17.0,1
2.268,3.301,0.386,1.022,6.934,2,4.0,0
0.15,0.89,0.0,0.0,1.026,2,2.0,0
5.871,15.857,24.16,2.248,48.236,7,17.0,1
3.109,4.527,0.366,1.148,9.164,2,3.0,0
1.798,13.113,38.767,1.824,55.373,7,29.0,1
1.794,1.216,0.0,0.552,3.476,1,4.0,0
0.027,0.084,0.0,0.005,0.107,1,2.0,0
0.007,0.09,0.0,0.0,0.106,0,0.0,0
2.225,1.327,0.0,0.511,4.104,1,4.0,0
0.017,0.09,0.0,0.0,0.061,0,0.0,0
0.259,0.682,0.0,0.0,0.925,1,2.0,0
5.773,24.953,23.019,1.946,55.59,7,59.0,1
2.674,2.678,0.517,0.334,6.157,2,2.0,0
1.729,2.453,0.323,1.305,5.847,3,3.0,0
0.298,0.31,0.0,0.0,0.632,2,1.0,0
0.075,0.003,0.0,0.0,0.093,0,1.0,0
0.337,1.006,0.0,0.0,1.309,2,2.0,0
1.343,4.867,4.786,0.514,11.222,6,10.0,1
1.193,1.878,0.0,0.254,3.347,2,2.0,0
0.022,0.005,0.0,0.0,0.098,1,0.0,0
0.903,4.874,6.398,0.952,12.739,3,7.0,1
0.139,0.02,0.0,0.0,0.219,0,1.0,0
2.023,25.19,29.839,2.913,60.076,5,16.0,1
0.039,0.701,0.0,0.0,0.778,2,3.0,0
0.381,0.481,0.0,0.0,0.835,1,1.0,0
0.127,0.946,0.0,0.0,1.041,1,2.0,0
0.168,0.984,0.0,0.0,1.146,2,3.0,0
2.277,1.678,0.778,0.475,5.197,1,6.0,0
2.169,19.823,18.557,0.547,41.58,11,41.0,1
3.666,33.899,31.318,2.208,70.986,8,30.0,1
0.083,0.113,0.0,0.0,0.21,1,0.0,0
1.825,1.143,0.0,0.309,3.365,2,4.0,0
9.966,34.13,20.359,2.666,67.243,6,31.0,1
2.341,0.829,0.0,0.675,3.875,2,2.0,0
0.108,0.054,0.0,0.0,0.111,0,0.0,0
1.648,4.13,21.106,1.101,27.936,3,36.0,1
0.01,0.245,0.0,0.0,0.25,0,1.0,0
9.382,18.167,22.542,1.986,52.226,6,44.0,1
0.22,1.151,0.0,0.126,1.513,2,3.0,0
0.8,1.307,0.0,0.563,2.771,2,4.0,0
4.138,30.559,19.392,0.605,54.712,8,27.0,1
0.145,0.436,0.0,0.0,0.543,2,1.0,0
0.007,0.5,0.0,0.0,0.48,2,3.0,0
0.043,0.032,0.0,0.0,0.115,0,0.0,0
2.041,0.779,0.0,0.117,2.876,1,4.0,0
1.696,4.205,7.701,0.251,14.019,6,9.0,1
0.134,0.123,0.0,0.103,0.322,0,1.0,0
2.726,8.137,7.355,0.043,18.101,4,14.0,1
0.015,0.301,0.0,0.0,0.288,1,0.0,0
6.413,21.633,10.881,1.163,39.613,8,59.0,1
2.856,3.482,0.042,0.973,7.297,3,6.0,0
0.352,0.747,0.0,0.0,1.018,1,1.0,0
2.366,1.063,0.0,0.111,3.61,2,4.0,0
0.078,0.241,0.0,0.0,0.317,0,0.0,0
2.439,5.372,4.894,0.468,13.174,6,15.0,1
0.154,1.069,0.0,0.0,1.208,2,3.0,0
2.258,1.356,0.321,0.003,3.864,1,4.0,0
0.282,0.32,0.0,0.0,0.645,1,1.0,0
2.67,14.26,16.628,1.287,34.591,3,41.0,1
0.112,0.257,0.0,0.0,0.507,1,1.0,0
0.182,0.77,0.0,0.0,0.93,1,1.0,0
2.293,12.481,9.452,3.734,27.583,8,44.0,1
0.085,0.046,0.0,0.0,0.169,0,0.0,0
3.037,4.292,8.387,0.035,15.87,3,17.0,1
1.316,1.604,0.263,0.29,3.526,2,2.0,0
7.595,25.772,23.775,0.82,57.851,7,21.0,1
2.791,7.34,4.723,0.151,14.838,3,15.0,1
1.293,1.436,0.0,0.149,2.822,2,4.0,0
4.455,13.982,8.487,0.851,27.903,11,14.0,1
3.502,22.87,6.742,2.533,35.775,5,28.0,1
2.814,2.507,0.549,0.334,6.228,2,6.0,0
0.355,0.558,0.0,0.213,1.084,1,3.0,0
1.671,3.755,0.1,0.339,5.98,1,3.0,0
2.884,12.263,25.826,2.137,43.183,5,27.0,1
0.956,1.256,0.0,0.688,2.856,1,2.0,0
2.716,1.572,0.296,0.191,4.784,2,6.0,0
3.402,8.605,7.457,0.985,20.385,5,8.0,1
1.912,5.098,8.302,0.498,15.756,6,11.0,1
0.112,0.096,0.0,0.0,0.209,1,1.0,0
0.055,0.202,0.0,0.0,0.258,1,0.0,0
0.869,8.062,6.504,0.223,15.431,3,13.0,1
0.003,0.214,0.0,0.0,0.214,1,1.0,0
1.419,6.827,3.119,0.122,11.322,5,8.0,1
5.416,16.008,14.016,0.745,35.988,8,24.0,1
2.234,7.866,6.031,0.035,16.019,6,9.0,1
6.391,33.907,31.794,2.55,74.432,5,26.0,1
0.379,0.213,0.291,0.0,0.896,2,1.0,0
1.523,1.55,0.322,0.414,3.902,3,3.0,0
2.209,2.229,0.574,0.095,5.064,3,5.0,0
4.219,30.903,32.781,0.352,68.046,6,33.0,1
6.576,15.315,17.108,0.928,39.835,6,31.0,1
3.563,14.196,16.498,1.993,35.963,5,22.0,1
7.278,16.987,9.697,1.346,35.326,4,41.0,1
6.087,15.509,31.397,2.907,55.767,5,25.0,1
0.035,0.005,0.0,0.0,0.04,0,1.0,0
0.035,0.01,0.0,0.0,0.054,0,1.0,0
9.234,21.57,32.671,0.522,63.748,4,24.0,1
6.601,29.571,14.73,0.292,50.918,8,31.0,1
8.962,18.823,29.704,2.994,60.569,7,24.0,1
7.555,30.45,34.365,2.234,74.459,7,34.0,1
7.56,12.917,7.754,1.761,30.153,4,36.0,1
7.597,25.586,13.287,2.55,48.685,5,16.0,1
3.801,8.425,23.535,1.378,37.173,6,30.0,1
2.462,5.353,8.389,0.321,16.57,4,11.0,1
4.851,26.194,9.897,2.85,43.671,7,53.0,1
2.05,1.743,0.0,0.139,3.971,1,4.0,0
1.694,1.238,0.0,0.314,3.252,1,5.0,0
1.185,0.888,0.0,0.265,2.333,2,5.0,0
2.696,11.518,34.779,2.688,51.72,4,55.0,1
5.694,17.531,14.94,2.319,40.52,9,17.0,1
3.406,16.691,38.72,1.954,60.738,3,47.0,1
2.244,4.159,3.754,0.515,10.608,4,16.0,1
1.036,0.574,0.0,0.151,1.68,1,4.0,0
7.628,17.657,21.57,3.916,50.528,12,30.0,1
3.938,18.561,15.525,1.021,38.911,7,48.0,1
4.301,27.857,25.025,0.189,57.592,7,40.0,1
4.209,8.232,11.262,1.067,24.457,5,16.0,1
2.524,18.27,13.583,1.345,35.802,7,34.0,1
2.088,1.265,0.234,0.428,3.952,2,5.0,0
0.388,0.443,0.0,0.0,0.836,1,3.0,0
0.238,0.167,0.0,0.0,0.408,1,0.0,0
0.035,0.111,0.0,0.0,0.104,1,0.0,0
1.235,0.925,0.0,0.662,2.731,2,2.0,0
6.268,18.45,9.847,3.888,38.51,4,33.0,1
0.311,1.186,0.0,0.0,1.515,2,1.0,0
0.022,0.055,0.0,0.0,0.054,0,1.0,0
0.111,0.344,0.0,0.0,0.447,2,2.0,0
1.646,2.424,0.434,0.168,4.688,1,5.0,0
0.144,0.056,0.0,0.0,0.188,1,0.0,0
5.649,10.648,13.027,3.775,33.219,7,18.0,1
0.07,0.1,0.0,0.0,0.151,1,0.0,0
0.07,0.586,0.0,0.0,0.65,2,2.0,0
0.103,0.354,0.0,0.0,0.375,0,1.0,0
0.108,0.032,0.0,0.0,0.14,0,0.0,0
3.247,8.972,7.022,0.847,20.253,3,12.0,1
2.534,5.686,29.169,1.649,39.264,2,33.0,1
4.131,21.743,10.469,3.622,40.04,12,29.0,1
3.728,8.769,5.343,0.609,18.564,7,44.0,1
3.454,28.664,21.469,1.654,55.27,4,44.0,1
1.621,16.911,24.541,0.778,43.78,6,24.0,1
3.602,20.457,18.846,2.967,45.777,9,25.0,1
0.109,0.245,0.0,0.0,0.361,2,1.0,0
4.543,16.93,9.874,1.63,32.847,3,25.0,1
3.723,16.073,13.213,0.169,33.023,7,36.0,1
0.19,0.67,0.0,0.0,0.851,2,1.0,0
1.224,1.487,0.0,0.247,2.938,1,5.0,0
2.799,31.741,16.384,1.002,51.855,7,45.0,1
0.357,1.007,0.0,0.0,1.336,1,2.0,0
0.135,0.062,0.0,0.0,0.24,1,0.0,0
0.053,0.165,0.0,0.0,0.224,1,1.0,0
8.996,17.899,23.834,2.073,52.763,6,29.0,1
1.883,1.587,0.118,1.086,4.681,1,6.0,0
0.323,1.113,0.0,0.0,1.412,1,1.0,0
3.738,10.804,14.686,1.87,31.148,8,33.0,1
0.135,0.446,0.0,0.0,0.628,1,1.0,0
0.028,1.179,0.0,0.0,1.13,2,3.0,0
1.078,6.163,7.166,0.205,14.307,6,10.0,1
0.118,0.104,0.0,0.0,0.295,0,1.0,0
1.626,8.407,7.859,0.222,18.09,3,15.0,1
1.078,2.663,0.342,0.079,4.165,1,4.0,0
0.017,0.077,0.0,0.0,0.009,0,1.0,0
0.255,0.994,0.0,0.156,1.355,2,1.0,0
1.569,0.984,0.0,0.725,3.246,2,5.0,0
4.15,2.259,0.362,0.834,7.708,1,3.0,0
2.276,0.729,0.0,0.218,3.347,1,2.0,0
2.297,1.819,0.745,0.455,5.363,3,6.0,0
0.023,0.153,0.0,0.145,0.195,0,0.0,0
0.108,0.678,0.0,0.0,0.773,1,3.0,0
9.974,31.309,14.658,1.789,57.551,5,31.0,1
3.797,16.589,11.8,2.59,34.791,12,25.0,1
1.654,1.497,0.703,0.022,3.897,3,2.0,0
0.301,0.337,0.0,0.0,0.715,1,0.0,0
0.046,0.007,0.0,0.0,0.072,0,0.0,0
7.846,29.665,14.819,0.803,53.165,7,37.0,1
0.155,0.176,0.0,0.0,0.359,1,1.0,0
0.391,1.004,0.0,0.0,1.359,1,2.0,0
0.254,0.681,0.0,0.0,0.914,0,0.0,0
3.053,22.016,14.237,3.266,42.368,11,28.0,1
5.783,18.973,20.183,2.036,46.98,8,21.0,1
0.146,0.088,0.0,0.0,0.245,1,0.0,0
2.579,20.259,8.437,0.326,31.348,6,36.0,1
6.209,27.356,26.361,2.86,62.875,3,28.0,1
9.556,24.055,16.921,0.66,51.066,4,28.0,1
2.105,9.693,25.003,1.724,38.704,7,25.0,1
0.02,0.789,0.0,0.0,0.726,1,2.0,0
0.374,0.743,0.0,0.259,1.393,2,3.0,0
2.873,10.112,10.81,0.58,24.4,5,49.0,1
0.099,0.303,0.136,0.0,0.461,0,0.0,0
4.339,10.826,39.981,0.503,55.337,4,19.0,1
7.069,19.479,17.442,0.826,44.661,5,34.0,1
0.971,0.89,0.0,0.454,2.386,2,4.0,0
1.057,5.089,39.877,0.19,46.207,4,23.0,1
5.887,8.174,9.431,2.303,25.933,5,34.0,1
3.415,7.39,5.796,0.203,17.059,5,9.0,1
